Date,open,high,low,close,returns,volatility,momentum,rsi,macd_line,macd_signal,macd_diff,stoch,atr,atr_pct,bb_width,hour,day_of_week,month,kst,squeeze,symbol
2015-08-20 00:00:00+01:00,123.9219970703125,124.1240005493164,123.49700164794922,123.89700317382812,-0.0005384315150305241,,-0.00558885023798017,51.93118057385146,,,,48.74861668655745,0.6647851126534599,0.0,,0,3,8,,0.0,USDJPY=X
2015-08-21 00:00:00+01:00,123.45999908447266,123.48699951171875,122.0199966430664,123.41999816894531,-0.0038111699275823474,,-0.0028811242002582116,41.67677420233326,,,,22.53527786016084,0.6797290724150988,0.005365627058152189,,0,4,8,,0.0,USDJPY=X
2015-08-24 00:00:00+01:00,121.74400329589844,121.91699981689453,116.50499725341797,121.73200225830078,-0.0038500124511774425,,-0.007582647582679458,34.33014475426738,,,,43.05039097049363,0.7652488908684288,0.005507446787388876,,0,0,8,,0.0,USDJPY=X
2015-08-25 00:00:00+01:00,118.83200073242188,120.31099700927734,118.69999694824219,118.88400268554688,-0.013676842778217346,,-0.02105344791270869,20.53508319817783,,,,59.62132399972501,1.2045168926297798,0.006286341115499456,,0,1,8,,0.0,USDJPY=X
2015-08-26 00:00:00+01:00,118.65799713134766,119.88899993896484,118.65799713134766,118.54000091552734,-0.02339565208753236,,-0.044632674074565504,11.8690865370626,,,,27.135893983947565,1.3350517795889807,0.01013186690740702,,0,2,8,,0.0,USDJPY=X
2015-08-27 00:00:00+01:00,119.98600006103516,120.8759994506836,119.80999755859375,120.05799865722656,-0.0028935917553972734,,-0.04688392936232588,11.251445946591176,,,,23.21207126565017,1.3276197101624239,0.01126245798277284,,0,3,8,,0.0,USDJPY=X
2015-08-28 00:00:00+01:00,120.98200225830078,121.43299865722656,120.65399932861328,121.00299835205078,0.01280578479817085,1.9645908683267366,-0.03098545096539118,28.847127790606365,,,,40.52696480490537,1.3996467690905543,0.011058152934506803,0.06379737586644439,0,4,8,,0.0,USDJPY=X
2015-08-31 00:00:00+01:00,121.29000091552734,121.4000015258789,120.88200378417969,121.28900146484375,0.007871193134930232,2.02852754906721,-0.01958353470064056,37.19514368419801,,,,51.30601187528772,1.3978862855840861,0.011567042041539898,0.06535917659168439,0,0,8,,0.0,USDJPY=X
2015-09-01 00:00:00+01:00,121.11299896240234,121.11299896240234,119.53500366210938,121.08899688720703,0.002363603519648816,2.0651398661088862,-0.0036391481717111818,39.508327774855964,,,,54.56827855320949,1.3350371038780242,0.011525251825815968,0.06638192523685328,0,1,9,,0.0,USDJPY=X
2015-09-02 00:00:00+01:00,119.7229995727539,120.41500091552734,119.71499633789062,119.71499633789062,-0.0016489918724797992,2.1029990589907306,0.018547442480486342,38.44203324920123,,,,56.50887462661861,1.3649628680820491,0.011025255293192291,0.06771052651266928,0,2,9,,0.0,USDJPY=X
2015-09-03 00:00:00+01:00,120.62300109863281,120.67900085449219,119.70899963378906,120.58000183105469,-0.011347030569559324,2.1991560667953785,0.009912227208439095,32.04374928865667,,,,39.82132784135866,1.365608416741646,0.011401770119338248,0.07161917076685995,0,3,9,,0.0,USDJPY=X
2015-09-04 00:00:00+01:00,120.11000061035156,120.11000061035156,118.79299926757812,120.05599975585938,0.007225539987677276,2.1975462527329412,0.004347925000136588,38.934545364518655,,,,50.552068387199355,1.3373507598817516,0.011325330867509918,0.07105334570687394,0,4,9,,0.0,USDJPY=X
2015-09-07 00:00:00+01:00,119.14900207519531,119.55999755859375,118.8010025024414,119.16400146484375,-0.0043456797747398745,2.2001327957914723,-0.007826240746829916,36.51877831633896,-1.0619850917320406,,,44.41527557897971,1.3694687458528096,0.01113939130573507,0.0714474643015163,0,0,9,,0.0,USDJPY=X
2015-09-08 00:00:00+01:00,119.4229965209961,120.19000244140625,118.87000274658203,119.40299987792969,-0.007429851842719715,2.2536340851500123,-0.017520137640971045,32.789148079853504,-1.1343458671036188,,,33.40877413962013,1.3612922106788923,0.011492302448880385,0.07373269674194112,0,1,9,,0.0,USDJPY=X
2015-09-09 00:00:00+01:00,120.0780029296875,121.18599700927734,120.0780029296875,120.08899688720703,0.002005625945319167,2.2421797922902105,-0.013923618599696819,34.71308729633819,-1.1590463633781525,,,38.036505720791716,1.3583427452607013,0.011400820850988619,0.07321110974391402,0,2,9,,0.0,USDJPY=X
2015-09-10 00:00:00+01:00,120.23400115966797,121.29499816894531,119.9800033569336,120.27799987792969,0.005745224240418345,2.1318791189645605,0.003124091055900946,40.020318308433055,-1.1104666903360396,,,51.331974714389524,1.3886752014097696,0.011311134079473723,0.06921196072628254,0,3,9,,0.0,USDJPY=X
