Price,Open,High,Low,Close,RSI,EMA10,EMA200,MACD,MACD_signal
Ticker,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X,,,,,
Datetime,,,,,,,,,
2025-08-31 23:00:00+00:00,1.1691803932189941,1.1694538593292236,1.1690436601638794,1.1691803932189941,,,,,
2025-08-31 23:15:00+00:00,1.1691803932189941,1.1694538593292236,1.1691803932189941,1.1691803932189941,,,,,
2025-08-31 23:30:00+00:00,1.1691803932189941,1.1693171262741089,1.1691803932189941,1.1691803932189941,,,,,
2025-08-31 23:45:00+00:00,1.1693171262741089,1.1694538593292236,1.1691803932189941,1.1694538593292236,,,,,
2025-09-01 00:00:00+00:00,1.1693171262741089,1.169864296913147,1.1693171262741089,1.1697274446487427,,,,,
2025-09-01 00:15:00+00:00,1.1697274446487427,1.169864296913147,1.1695905923843384,1.1697274446487427,,,,,
2025-09-01 00:30:00+00:00,1.1697274446487427,1.1701380014419556,1.1697274446487427,1.1700011491775513,,,,,
2025-09-01 00:45:00+00:00,1.1700011491775513,1.1701380014419556,1.1700011491775513,1.1701380014419556,,,,,
2025-09-01 01:00:00+00:00,1.1700011491775513,1.1700011491775513,1.1694538593292236,1.1695905923843384,,,,,
2025-09-01 01:15:00+00:00,1.1693171262741089,1.1695905923843384,1.1693171262741089,1.1693171262741089,,1.1695605182032598,,,
2025-09-01 01:30:00+00:00,1.1693171262741089,1.1694538593292236,1.1691803932189941,1.1693171262741089,,1.1695162651252322,,,
2025-09-01 01:45:00+00:00,1.1693171262741089,1.169864296913147,1.1693171262741089,1.169864296913147,,1.1695795436321257,,,
2025-09-01 02:00:00+00:00,1.1700011491775513,1.170548915863037,1.1700011491775513,1.1704120635986328,,1.1697309108987632,,,
2025-09-01 02:15:00+00:00,1.1704120635986328,1.1709601879119873,1.1704120635986328,1.170823097229004,76.69609392308045,1.1699294902315343,,,
2025-09-01 02:30:00+00:00,1.170823097229004,1.1709601879119873,1.1706860065460205,1.1709601879119873,77.99845595420636,1.1701168898097984,,,
2025-09-01 02:45:00+00:00,1.1709601879119873,1.1716461181640625,1.1706860065460205,1.1715089082717896,82.26964072176344,1.170369984075615,,,
2025-09-01 03:00:00+00:00,1.1716461181640625,1.171783447265625,1.1715089082717896,1.1716461181640625,83.15048981450659,1.1706020084553326,,,
2025-09-01 03:15:00+00:00,1.1715089082717896,1.1715089082717896,1.1710972785949707,1.1712344884872437,71.65023341754882,1.1707170048247708,,,
2025-09-01 03:30:00+00:00,1.1712344884872437,1.1713716983795166,1.1710972785949707,1.1712344884872437,71.65023341754882,1.1708110927634021,,,
2025-09-01 03:45:00+00:00,1.1712344884872437,1.1712344884872437,1.170823097229004,1.1712344884872437,71.65023341754882,1.1708880738041005,,,
2025-09-01 04:00:00+00:00,1.1710972785949707,1.1712344884872437,1.1710972785949707,1.1710972785949707,67.74919993867817,1.170926111038804,,,
2025-09-01 04:15:00+00:00,1.1710972785949707,1.1712344884872437,1.170823097229004,1.1709601879119873,63.99991322258596,1.1709323068339281,,,
2025-09-01 04:30:00+00:00,1.170823097229004,1.1712344884872437,1.170823097229004,1.1712344884872437,67.83544425775875,1.1709872489527127,,,
2025-09-01 04:45:00+00:00,1.1712344884872437,1.1713716983795166,1.1710972785949707,1.1712344884872437,67.83544425775875,1.1710322015953545,,,
2025-09-01 05:00:00+00:00,1.1712344884872437,1.1715089082717896,1.1712344884872437,1.1715089082717896,71.37410620984639,1.1711188755365245,,,
2025-09-01 05:15:00+00:00,1.1715089082717896,1.1715089082717896,1.1713716983795166,1.1715089082717896,71.37410620984639,1.1711897905792998,,0.0004942083185073276,
2025-09-01 05:30:00+00:00,1.1713716983795166,1.1719207763671875,1.1713716983795166,1.1716461181640625,73.09083285042652,1.1712727592310748,,0.0005002060463024094,
